v7,v9,v10,v14,v56,v57,v58,v59,v60,v61,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v170,v171,v172,v173,v174,v175,v176,v179,v180,v182,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v256,v257,v258,v259,v260,v261,v262,v263,v264,v265,v266,v267,v268,v269,bald
1,1,2,2,2,2,2,1,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,3,1,1,2,3,1,2,2,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,1,1,2,2,2,3,3,2,2,2,3,3,2,2,3,2,52
1,2,.,0,2,1,2,1,4,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,.,2,.,.,2,.,1,2,2,1,1,2,1,2,1,3,1,2,2,3,2,3,1,2,3,2,2,2,2,2,1,2,2,2,2,2,.,1,2,3,2,1,2,1,1,2,1,1,2,1,19
2,1,1,5,4,1,1,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,3,3,1,3,2,3,1,1,2,1,3,1,2,3,3,1,1,2,1,2,1,2,2,2,2,1,3,2,3,3,2,2,4,3,3,3,3,3,3,.,55
1,1,1,2,2,1,1,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,3,3,1,3,3,3,2,3,1,2,1,2,1,2,3,1,2,2,2,1,1,2,2,2,2,1,2,3,3,3,2,3,4,2,3,3,3,3,2,4,49
1,2,.,3,4,4,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,3,3,1,3,2,3,2,1,2,2,1,1,1,1,3,1,2,2,1,2,1,2,2,2,2,2,3,2,2,3,3,1,2,3,2,4,2,2,2,2,49
2,1,1,2,2,1,1,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,1,.,.,.,.,.,2,2,2,2,1,2,3,1,3,3,3,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,3,3,2,3,3,1,2,2,1,2,2,2,1,1,39
2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,3,2,2,2,2,2,2,2,1,3,2,48
1,1,1,4,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,1,2,3,1,2,2,2,2,1,1,1,1,60
2,1,2,0,3,1,1,1,4,3,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,3,1,3,2,3,1,1,1,1,3,1,3,3,3,1,2,2,2,2,1,1,2,2,1,1,1,2,3,4,1,2,.,3,1,4,2,2,3,3,30
2,2,.,1,2,1,3,2,4,3,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,3,3,3,3,42
2,1,1,4,4,1,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,3,2,1,1,2,3,1,1,1,1,3,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2,.,.,2,3,.,2,2,2,2,.,.,.,3,2,33
2,1,1,3,2,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,2,3,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,3,2,1,3,2,2,3,2,2,1,1,60
2,1,1,0,1,1,2,2,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,3,2,1,3,2,3,1,1,1,1,3,1,2,1,3,1,1,2,2,1,1,2,2,2,1,2,1,4,2,2,3,1,3,2,3,4,3,3,3,2,30
1,2,.,0,2,1,1,3,1,4,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,3,1,3,2,2,1,3,1,1,1,1,1,2,3,1,1,2,1,2,1,2,2,2,1,2,4,3,1,1,3,1,1,1,1,1,1,1,2,1,19
1,1,2,1,4,1,1,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,3,1,2,1,1,1,1,3,1,2,1,3,2,1,2,1,2,1,2,1,2,1,2,2,3,1,3,3,1,1,1,2,3,3,3,1,1,57
1,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,3,1,3,1,3,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,3,3,3,2,2,2,2,69
2,2,.,0,2,1,1,1,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,3,2,3,2,3,1,1,3,1,1,1,3,1,1,2,2,2,1,2,1,1,2,2,2,2,2,3,2,1,3,2,1,2,1,1,1,1,18
1,1,1,3,1,1,2,3,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,3,2,3,3,1,2,2,2,3,2,2,3,3,53
1,1,1,3,1,1,2,1,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,3,2,3,1,3,2,2,2,1,1,1,3,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,38
2,1,2,2,1,1,1,1,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,.,2,2,1,2,1,2,3,1,3,1,3,1,1,1,1,2,1,1,1,3,1,1,2,1,2,1,2,2,2,1,2,4,4,1,3,2,2,4,2,3,4,4,4,2,3,30
2,2,.,0,1,1,1,3,2,3,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,3,3,1,3,1,1,1,.,1,3,1,1,1,1,3,1,1,2,1,2,1,2,2,2,1,2,2,3,3,3,2,1,3,3,1,3,3,3,1,1,31
1,2,.,3,3,2,2,2,3,3,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,.,2,2,2,1,2,2,1,2,1,3,2,2,3,2,3,1,1,2,2,2,1,1,2,2,1,1,2,1,2,1,2,2,2,1,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,66
2,1,2,0,1,1,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,.,.,.,.,1,1,.,1,2,1,.,3,1,1,2,3,1,1,2,2,3,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,3,.,3,2,3,2,3,2,2,3,3,3,3,3,34
2,2,.,1,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,.,1,1,1,2,1,3,3,1,3,3,3,1,1,1,3,2,1,3,1,3,2,1,2,1,2,1,2,1,2,1,2,1,3,3,3,3,2,2,2,2,.,.,2,2,2,51
1,2,.,0,1,1,1,1,4,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,3,3,1,3,2,3,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,3,3,2,4,3,2,3,2,2,2,2,2,2,2,24
1,2,.,0,2,1,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,.,.,.,.,.,.,.,.,1,2,.,.,.,1,.,.,.,1,.,.,1,.,1,.,1,1,1,1,2,1,2,1,2,2,2,1,2,3,2,2,1,1,1,1,1,1,2,2,2,1,1,70
2,1,1,2,1,1,4,2,1,3,2,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,.,.,.,.,.,2,2,.,2,2,1,1,1,1,2,1,3,1,1,1,.,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84
2,2,.,3,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,.,1,1,1,1,1,1,1,3,3,1,3,3,3,1,1,1,3,1,1,1,3,1,1,1,2,1,1,1,2,2,2,2,2,3,3,3,3,3,2,3,4,3,4,4,3,3,3,72
2,2,.,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,3,1,3,1,2,1,1,2,2,3,1,1,2,1,1,1,2,2,2,2,2,.,3,2,3,2,2,3,.,2,3,3,.,2,3,90
2,2,.,2,.,1,.,1,4,4,2,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2,3,1,3,2,3,1,1,1,1,1,1,1,2,3,2,2,2,2,2,1,2,2,2,2,1,3,4,2,3,2,1,3,3,2,4,4,4,3,.,79
1,2,.,7,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1,1,2,3,2,1,1,3,2,3,1,2,1,2,1,1,1,1,3,1,1,2,1,2,1,2,2,2,1,2,2,2,2,3,3,2,3,3,2,4,2,2,2,2,74
2,2,.,0,2,2,2,2,3,3,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,.,1,.,.,.,1,.,.,.,2,1,3,3,1,3,2,3,1,1,2,2,.,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.,.,2,2,2,2,2,2,2,.,.,2,2,2,91
1,1,1,4,1,1,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,3,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,82
2,2,.,4,.,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,1,3,1,1,1,1,1,1,2,2,3,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,.,2,2,2,.,2,2,2,2,2,80
2,2,.,1,3,1,1,3,3,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,.,2,1,1,2,2,1,1,2,1,1,2,1,3,2,3,1,3,1,.,1,1,1,1,.,1,1,2,1,2,1,2,2,2,1,2,2,.,.,2,.,2,.,3,4,.,.,.,2,2,88
1,1,1,3,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,.,1,1,2,2,1,1,2,1,3,3,1,1,2,3,1,3,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,2,3,4,1,2,3,3,2,2,2,3,2,80
2,2,.,5,.,1,1,1,2,3,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,3,1,2,1,1,2,3,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,4,3,4,2,4,4,3,4,3,.,3,3,78
1,1,2,3,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,3,1,2,2,1,3,2,3,2,2,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,72
1,2,.,2,1,3,1,2,3,3,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,.,2,2,2,2,2,2,2,2,2,1,2,3,1,3,2,3,2,3,2,1,2,1,1,1,3,1,1,2,1,2,2,1,2,2,2,1,3,2,3,3,4,2,3,3,2,4,2,3,2,1,88
2,1,1,1,4,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,3,2,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,3,2,2,1,1,71
2,2,.,3,4,2,3,3,4,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,3,1,1,1,2,2,2,2,2,3,1,2,2,1,2,1,2,1,1,2,2,1,1,2,3,3,1,2,2,3,2,1,2,3,2,77
2,2,.,2,2,1,1,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,.,2,2,2,2,2,2,2,2,3,1,3,2,3,1,3,1,2,2,2,2,2,3,1,1,2,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,3,2,2,89
1,2,.,3,1,1,1,1,4,4,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,.,.,2,2,2,2,2,2,2,2,1,1,3,1,3,1,3,1,2,1,2,1,1,2,1,3,2,1,2,1,1,1,2,2,2,1,2,2,2,2,3,.,2,2,2,2,2,2,2,2,2,85
2,1,1,1,1,1,1,1,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,.,.,.,.,.,2,2,1,1,1,3,2,1,3,1,3,1,2,2,1,2,1,1,1,3,1,1,2,1,2,1,2,2,2,2,2,1,3,.,2,3,.,3,2,2,.,.,.,3,1,82
2,2,.,5,4,1,1,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,.,1,2,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,3,2,1,3,1,1,1,3,2,4,4,4,1,1,89
2,2,.,2,3,1,1,1,1,4,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,3,1,1,1,1,3,1,1,1,3,3,1,1,1,3,1,1,2,1,1,1,2,2,2,2,2,3,3,2,2,3,1,4,1,2,4,1,1,3,3,76
1,1,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,1,2,1,.,.,.,.,2,2,.,2,2,1,3,2,1,2,2,3,1,1,1,1,1,1,2,2,3,2,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,72
2,2,.,0,4,1,1,2,2,.,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,.,2,2,2,2,2,2,.,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,71
1,1,1,0,2,1,3,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,.,1,2,2,2,2,2,2,2,2,2,1,3,2,2,2,3,2,2,3,3,2,1,1,2,1,1,2,2,2,2,2,1,2,2,2,3,3,2,2,3,3,4,4,3,2,3,74
1,2,.,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,1,1,2,2,.,2,2,2,.,.,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,74
2,2,.,5,3,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,.,.,1,1,1,2,2,1,1,2,2,3,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,2,3,2,2,3,2,3,2,3,3,3,3,3,2,79
2,2,.,3,3,1,3,3,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,.,.,.,.,1,.,1,1,2,1,2,3,2,.,3,3,2,3,2,2,1,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,.,.,3,.,2,.,.,.,.,.,.,.,.,89
1,1,1,3,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,75
2,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,3,1,2,2,1,2,1,2,2,1,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,81
1,1,2,2,4,1,3,.,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,.,1,1,1,2,2,2,1,2,1,2,2,2,3,2,3,2,2,2,3,3,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,87
1,1,1,0,4,4,4,4,4,4,1,2,1,2,2,2,1,2,2,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,.,2,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71
1,2,.,0,1,1,1,1,3,4,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,.,2,2,2,2,.,1,1,2,1,1,2,2,2,2,2,1,3,1,1,3,1,2,2,3,1,2,2,1,2,2,1,2,2,1,1,3,3,1,2,1,3,3,1,2,3,4,3,1,1,79
2,2,.,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,1,2,1,.,1,1,1,1,2,1,2,2,1,3,1,3,1,1,2,2,1,1,2,2,.,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,.,2,3,3,2,2,2,2,3,3,77
1,1,1,4,4,1,1,1,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,1,2,2,3,2,1,1,2,1,1,1,1,3,1,1,1,2,2,2,2,2,2,2,1,4,2,2,3,3,3,3,3,3,3,3,3,3,2,72
2,2,.,5,3,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,.,1,2,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,2,4,2,2,4,2,2,2,3,4,4,4,2,2,89
2,2,.,4,4,1,2,4,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,.,.,2,1,1,.,1,2,1,2,2,1,1,2,3,2,1,1,3,1,1,2,2,3,1,1,2,1,2,1,2,2,2,1,2,2,3,1,3,3,3,3,2,2,2,2,2,3,3,82
1,1,1,3,1,1,1,1,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,.,2,2,2,2,2,2,2,1,2,1,2,.,1,2,1,3,1,1,1,2,3,1,2,1,3,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,3,2,3,2,2,3,2,3,2,2,82
2,1,1,4,1,1,1,2,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,.,.,1,1,1,.,1,1,2,1,2,2,1,1,2,3,1,1,1,2,1,1,2,1,.,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2,.,2,3,3,.,3,.,.,4,2,83
2,2,.,5,1,1,2,.,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,.,.,.,.,1,2,1,1,2,1,3,1,1,1,3,3,1,3,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,2,2,2,3,3,3,3,3,4,3,3,4,4,4,3,3,79
1,1,1,4,1,1,2,3,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,.,2,2,1,2,3,1,2,2,3,2,3,2,3,3,3,3,3,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,3,3,1,2,.,.,2,2,2,2,2,73
1,1,1,2,1,1,1,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,1,3,1,3,2,1,2,2,1,4,4,4,2,2,73
1,2,.,2,.,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,2,2,2,.,2,1,1,2,1,3,3,.,2,2,3,1,.,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,3,.,.,2,2,2,.,.,4,.,.,2,2,88
2,2,.,2,4,2,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,.,1,.,1,2,1,.,3,1,3,.,3,1,2,.,.,2,2,.,3,2,1,2,2,1,2,2,2,2,2,2,1,2,2,.,.,.,2,2,3,3,.,.,.,.,.,88
2,1,1,3,2,1,2,2,3,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,.,1,1,.,1,3,2,1,2,2,3,1,1,2,2,1,1,1,1,3,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,74
1,2,.,3,3,1,2,2,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,2,3,2,3,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,1,1,3,.,3,3,.,2,2,2,2,4,4,88
1,1,1,6,1,1,1,2,1,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,.,2,2,2,2,1,2,2,2,3,2,3,2,2,2,2,1,1,3,1,.,1,1,2,1,1,1,2,2,2,2,2,4,2,1,3,3,1,2,2,2,2,3,4,2,2,81
1,2,.,2,4,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,.,.,.,.,.,2,1,1,2,1,2,3,1,2,1,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,3,.,2,3,2,3,3,2,82
2,1,1,2,4,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,2,1,2,2,3,1,1,1,3,1,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,3,3,3,2,4,2,3,3,.,3,2,3,2,2,71
2,1,1,3,4,1,1,2,4,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,.,.,.,.,.,2,2,2,2,1,2,3,1,3,1,3,1,2,1,2,1,.,1,2,2,1,1,2,2,2,1,1,2,2,1,2,.,4,3,3,.,2,2,3,2,4,4,4,2,2,78
2,1,1,5,4,2,2,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,.,1,2,1,2,3,1,3,2,3,1,.,2,2,3,1,1,1,3,2,1,2,1,2,1,2,1,2,1,2,2,2,3,3,3,2,3,3,4,2,2,2,4,4,72
